Linux,2.6.32-21-generic,(niuhicore2),	03/29/2011,	_x86_64_	(16,CPU)

12:00:01,AM,CPU,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%idle
05:35:01,AM,11,3.72,0.00,0.42,0.21,0.00,0.00,0.10,0.00,95.55
05:35:01,AM,12,4.05,0.00,0.51,0.07,0.00,0.00,0.11,0.00,95.25
05:35:01,AM,13,3.53,0.04,0.56,0.54,0.00,0.00,0.09,0.00,95.24
05:35:01,AM,14,5.20,0.01,0.51,0.26,0.00,0.00,0.16,0.00,93.86
05:35:01,AM,15,3.98,0.01,0.43,0.35,0.00,0.00,0.10,0.00,95.14
05:45:01,AM,all,4.30,0.01,0.50,0.26,0.00,0.00,0.13,0.00,94.79
05:45:01,AM,0,6.01,0.03,0.72,0.39,0.00,0.02,0.16,0.00,92.67
05:45:01,AM,1,5.13,0.00,0.78,1.06,0.00,0.00,0.27,0.00,92.76
05:45:01,AM,2,5.36,0.00,0.47,0.15,0.00,0.00,0.15,0.00,93.87
05:45:01,AM,3,3.98,0.00,0.32,0.04,0.00,0.00,0.12,0.00,95.54
05:45:01,AM,4,5.17,0.01,0.69,0.91,0.00,0.00,0.22,0.00,93.00
05:45:01,AM,5,5.14,0.00,0.46,0.24,0.00,0.00,0.13,0.00,94.02
05:45:01,AM,6,3.46,0.00,0.41,0.36,0.00,0.00,0.10,0.00,95.66
05:45:01,AM,7,3.39,0.00,0.23,0.13,0.00,0.00,0.11,0.00,96.13
05:45:01,AM,8,3.95,0.02,0.62,0.07,0.00,0.00,0.11,0.00,95.23
05:45:01,AM,9,3.98,0.03,0.45,0.07,0.00,0.00,0.08,0.00,95.39
05:45:01,AM,10,3.81,0.01,0.44,0.17,0.00,0.00,0.11,0.00,95.46
05:45:01,AM,11,3.76,0.01,0.36,0.06,0.00,0.00,0.08,0.00,95.73
05:45:01,AM,12,3.54,0.00,0.29,0.02,0.00,0.00,0.08,0.00,96.07
05:45:01,AM,13,4.34,0.03,0.65,0.21,0.00,0.00,0.10,0.00,94.67
05:45:01,AM,14,4.94,0.01,0.66,0.15,0.00,0.00,0.12,0.00,94.13
05:45:01,AM,15,2.90,0.02,0.51,0.16,0.00,0.00,0.08,0.00,96.34
05:55:01,AM,all,4.31,0.01,0.50,0.25,0.00,0.00,0.13,0.00,94.79
05:55:01,AM,0,5.55,0.02,0.72,0.60,0.00,0.01,0.14,0.00,92.95
05:55:01,AM,1,5.75,0.00,0.61,0.48,0.00,0.00,0.19,0.00,92.97
05:55:01,AM,2,5.18,0.00,0.49,0.54,0.00,0.00,0.11,0.00,93.67
05:55:01,AM,3,3.81,0.00,0.34,0.02,0.00,0.01,0.13,0.00,95.70
05:55:01,AM,4,4.95,0.02,0.84,0.98,0.00,0.00,0.21,0.00,92.99
05:55:01,AM,5,5.08,0.00,0.59,0.18,0.00,0.00,0.11,0.00,94.04
05:55:01,AM,6,3.94,0.01,0.51,0.07,0.00,0.00,0.11,0.00,95.36
05:55:01,AM,7,2.80,0.00,0.25,0.02,0.00,0.00,0.10,0.00,96.84
05:55:01,AM,8,3.75,0.01,0.48,0.07,0.00,0.00,0.13,0.00,95.56
05:55:01,AM,9,3.96,0.03,0.61,0.08,0.00,0.00,0.11,0.00,95.20
05:55:01,AM,10,3.88,0.01,0.39,0.07,0.00,0.00,0.07,0.00,95.57
05:55:01,AM,11,3.81,0.00,0.35,0.51,0.00,0.03,0.14,0.00,95.16
05:55:01,AM,12,3.15,0.00,0.39,0.00,0.00,0.00,0.08,0.00,96.38
05:55:01,AM,13,4.57,0.04,0.53,0.18,0.00,0.00,0.13,0.00,94.55
05:55:01,AM,14,5.66,0.01,0.68,0.17,0.00,0.00,0.21,0.00,93.28
05:55:01,AM,15,3.05,0.02,0.28,0.09,0.00,0.00,0.06,0.00,96.50
06:05:01,AM,all,4.31,0.01,0.55,0.74,0.00,0.00,0.14,0.00,94.25
06:05:01,AM,0,5.84,0.03,0.67,1.63,0.00,0.01,0.14,0.00,91.69
06:05:01,AM,1,4.75,0.02,0.76,1.67,0.00,0.00,0.17,0.00,92.63
06:05:01,AM,2,4.20,0.01,0.63,0.78,0.00,0.00,0.12,0.00,94.26
06:05:01,AM,3,4.50,0.01,0.63,2.47,0.00,0.04,0.26,0.00,92.08
06:05:01,AM,4,5.01,0.01,0.82,2.46,0.00,0.00,0.26,0.00,91.45
06:05:01,AM,5,5.92,0.00,0.54,0.28,0.00,0.00,0.14,0.00,93.12
06:05:01,AM,6,4.10,0.00,0.51,0.20,0.00,0.00,0.12,0.00,95.07
06:05:01,AM,7,3.54,0.00,0.31,0.30,0.00,0.00,0.09,0.00,95.75
06:05:01,AM,8,4.09,0.02,0.53,0.59,0.00,0.00,0.15,0.00,94.62
06:05:01,AM,9,3.68,0.03,0.63,0.31,0.00,0.00,0.06,0.00,95.28
06:05:01,AM,10,4.01,0.00,0.42,0.16,0.00,0.00,0.11,0.00,95.28
06:05:01,AM,11,3.99,0.01,0.32,0.03,0.00,0.00,0.11,0.00,95.54
06:05:01,AM,12,3.06,0.00,0.29,0.02,0.00,0.00,0.10,0.00,96.53
06:05:01,AM,13,4.22,0.04,0.58,0.23,0.00,0.00,0.14,0.00,94.79
06:05:01,AM,14,4.78,0.01,0.73,0.32,0.00,0.00,0.13,0.00,94.03
06:05:01,AM,15,3.26,0.01,0.38,0.37,0.00,0.00,0.07,0.00,95.91
06:15:01,AM,all,4.26,0.01,0.51,0.26,0.00,0.00,0.12,0.00,94.84
06:15:01,AM,0,5.72,0.03,0.69,0.44,0.00,0.02,0.14,0.00,92.97
06:15:01,AM,1,5.02,0.01,0.76,0.62,0.00,0.01,0.16,0.00,93.42
06:15:01,AM,2,4.27,0.00,0.41,0.32,0.00,0.01,0.09,0.00,94.90
06:15:01,AM,3,4.46,0.00,0.38,0.14,0.00,0.01,0.15,0.00,94.87
06:15:01,AM,4,5.56,0.01,0.75,1.13,0.00,0.00,0.18,0.00,92.36
06:15:01,AM,5,5.40,0.00,0.49,0.10,0.00,0.00,0.15,0.00,93.87
06:15:01,AM,6,3.66,0.00,0.45,0.10,0.00,0.00,0.10,0.00,95.68
06:15:01,AM,7,2.98,0.00,0.25,0.09,0.00,0.00,0.07,0.00,96.61
06:15:01,AM,8,4.18,0.01,0.52,0.15,0.00,0.00,0.13,0.00,95.00
06:15:01,AM,9,4.25,0.02,0.48,0.16,0.00,0.00,0.08,0.00,95.01
06:15:01,AM,10,3.54,0.01,0.52,0.09,0.00,0.00,0.08,0.00,95.76
06:15:01,AM,11,3.79,0.01,0.45,0.47,0.00,0.02,0.13,0.00,95.13
06:15:01,AM,12,3.97,0.01,0.31,0.05,0.00,0.00,0.09,0.00,95.56
06:15:01,AM,13,4.18,0.05,0.56,0.14,0.00,0.00,0.10,0.00,94.97
06:15:01,AM,14,4.39,0.01,0.73,0.07,0.00,0.00,0.14,0.00,94.65
06:15:01,AM,15,2.74,0.01,0.38,0.13,0.00,0.00,0.07,0.00,96.67
06:25:01,AM,all,4.17,0.01,0.53,0.71,0.00,0.00,0.13,0.00,94.44
06:25:01,AM,0,5.83,0.03,0.63,1.87,0.00,0.01,0.14,0.00,91.49
06:25:01,AM,1,4.76,0.01,0.75,1.59,0.00,0.00,0.18,0.00,92.71
06:25:01,AM,2,4.10,0.01,0.63,0.55,0.00,0.00,0.10,0.00,94.61
06:25:01,AM,3,4.55,0.00,0.41,0.41,0.00,0.01,0.16,0.00,94.46
06:25:01,AM,4,5.03,0.01,0.84,2.90,0.00,0.00,0.31,0.00,90.91
06:25:01,AM,5,4.03,0.00,0.50,0.56,0.00,0.00,0.11,0.00,94.80
06:25:01,AM,6,3.91,0.00,0.42,0.26,0.00,0.00,0.11,0.00,95.30
06:25:01,AM,7,3.59,0.00,0.27,0.27,0.00,0.00,0.08,0.00,95.79
06:25:01,AM,8,4.13,0.02,0.48,0.27,0.00,0.00,0.13,0.00,94.95
06:25:01,AM,9,4.65,0.01,0.59,0.37,0.00,0.00,0.11,0.00,94.26
06:25:01,AM,10,3.32,0.01,0.46,0.46,0.00,0.00,0.08,0.00,95.68
06:25:01,AM,11,4.67,0.01,0.52,1.20,0.00,0.04,0.22,0.00,93.34
06:25:01,AM,12,3.04,0.00,0.31,0.01,0.00,0.00,0.08,0.00,96.56
06:25:01,AM,13,3.32,0.05,0.46,0.22,0.00,0.00,0.08,0.00,95.87
06:25:01,AM,14,4.75,0.00,0.72,0.26,0.00,0.00,0.10,0.00,94.17
06:25:01,AM,15,3.02,0.01,0.47,0.16,0.00,0.00,0.08,0.00,96.25
06:35:01,AM,all,4.41,0.01,0.54,3.51,0.00,0.00,0.13,0.00,91.39
06:35:01,AM,0,6.59,0.04,0.80,7.02,0.00,0.02,0.16,0.00,85.37
06:35:01,AM,1,5.31,0.02,0.85,7.10,0.00,0.00,0.15,0.00,86.57
06:35:01,AM,2,4.69,0.00,0.53,4.65,0.00,0.00,0.15,0.00,89.98
06:35:01,AM,3,4.29,0.01,0.63,7.71,0.00,0.03,0.32,0.00,87.01
06:35:01,AM,4,5.74,0.01,0.83,7.21,0.00,0.00,0.24,0.00,85.97
06:35:01,AM,5,4.81,0.00,0.39,4.17,0.00,0.00,0.12,0.00,90.51
06:35:01,AM,6,4.50,0.00,0.33,1.35,0.00,0.00,0.08,0.00,93.73
06:35:01,AM,7,3.42,0.00,0.45,1.37,0.00,0.00,0.07,0.00,94.68
06:35:01,AM,8,4.26,0.01,0.52,1.77,0.00,0.00,0.14,0.00,93.29
06:35:01,AM,9,4.41,0.02,0.56,1.65,0.00,0.00,0.11,0.00,93.25
06:35:01,AM,10,4.24,0.01,0.50,1.50,0.00,0.00,0.10,0.00,93.64
06:35:01,AM,11,3.21,0.01,0.36,5.40,0.00,0.00,0.11,0.00,90.92
06:35:01,AM,12,3.48,0.01,0.28,0.07,0.00,0.00,0.10,0.00,96.06
06:35:01,AM,13,3.85,0.03,0.49,0.79,0.00,0.00,0.08,0.00,94.76
06:35:01,AM,14,5.42,0.01,0.65,3.49,0.00,0.00,0.14,0.00,90.29
06:35:01,AM,15,2.39,0.01,0.39,0.84,0.00,0.00,0.06,0.00,96.30
06:45:04,AM,all,4.76,0.02,0.75,47.08,0.00,0.01,0.12,0.00,47.26
06:45:04,AM,0,7.07,0.08,1.16,83.90,0.00,0.00,0.10,0.00,7.68
06:45:04,AM,1,5.77,0.01,1.09,83.33,0.00,0.00,0.11,0.00,9.69
06:45:04,AM,2,5.29,0.02,0.75,71.79,0.00,0.00,0.08,0.00,22.07
06:45:04,AM,3,6.06,0.01,1.27,83.61,0.00,0.13,0.60,0.00,8.32
06:45:04,AM,4,7.00,0.09,1.29,69.33,0.00,0.00,0.35,0.00,21.94
06:45:04,AM,5,4.44,0.00,0.71,45.62,0.00,0.00,0.09,0.00,49.14
06:45:04,AM,6,4.10,0.05,0.64,23.58,0.00,0.00,0.08,0.00,71.55
06:45:04,AM,7,4.29,0.00,0.42,38.13,0.00,0.00,0.06,0.00,57.10
06:45:04,AM,8,4.31,0.02,0.79,42.17,0.00,0.00,0.08,0.00,52.63
06:45:04,AM,9,4.09,0.02,0.58,39.11,0.00,0.00,0.05,0.00,56.15
06:45:04,AM,10,3.71,0.00,0.46,30.73,0.00,0.00,0.06,0.00,65.04
06:45:04,AM,11,4.10,0.00,0.36,30.42,0.00,0.00,0.08,0.00,65.04
06:45:04,AM,12,3.55,0.00,0.56,8.00,0.00,0.00,0.07,0.00,87.82
06:45:04,AM,13,3.70,0.03,0.58,44.40,0.00,0.00,0.05,0.00,51.24
06:45:04,AM,14,5.11,0.01,0.74,26.69,0.00,0.00,0.08,0.00,67.36
06:45:04,AM,15,3.45,0.01,0.59,31.17,0.00,0.00,0.04,0.00,64.75
06:55:21,AM,all,5.01,0.00,0.87,59.68,0.00,0.00,0.08,0.00,34.35
06:55:21,AM,0,6.31,0.00,1.14,84.27,0.00,0.00,0.07,0.00,8.21
06:55:21,AM,1,6.25,0.00,1.03,79.89,0.00,0.00,0.11,0.00,12.72
06:55:21,AM,2,5.49,0.00,0.78,68.80,0.00,0.01,0.05,0.00,24.87
06:55:21,AM,3,5.52,0.00,1.06,86.47,0.00,0.05,0.27,0.00,6.62
06:55:21,AM,4,6.75,0.00,1.34,78.69,0.00,0.00,0.25,0.00,12.97
06:55:21,AM,5,4.90,0.00,0.85,63.48,0.00,0.00,0.05,0.00,30.72
06:55:21,AM,6,5.80,0.00,1.00,47.17,0.00,0.00,0.04,0.00,46.00
06:55:21,AM,7,4.28,0.00,0.86,55.68,0.00,0.00,0.05,0.00,39.13
06:55:21,AM,8,4.80,0.00,0.68,46.76,0.00,0.00,0.05,0.00,47.71
06:55:21,AM,9,4.50,0.00,0.62,54.02,0.00,0.00,0.04,0.00,40.80
06:55:21,AM,10,4.82,0.00,0.77,53.91,0.00,0.00,0.04,0.00,40.47
06:55:21,AM,11,4.01,0.01,0.59,50.69,0.00,0.00,0.05,0.00,44.65
06:55:21,AM,12,3.35,0.01,0.85,18.93,0.00,0.00,0.04,0.00,76.82
06:55:21,AM,13,4.51,0.00,0.70,48.10,0.00,0.00,0.05,0.00,46.64
06:55:21,AM,14,4.03,0.00,0.92,58.86,0.00,0.00,0.04,0.00,36.15
06:55:21,AM,15,4.83,0.00,0.79,58.65,0.00,0.00,0.03,0.00,35.70
07:05:09,AM,all,4.12,0.00,0.60,58.76,0.00,0.00,0.05,0.00,36.47
07:05:09,AM,0,6.27,0.00,0.86,92.22,0.00,0.00,0.04,0.00,0.61
07:05:09,AM,1,4.41,0.00,0.98,92.88,0.00,0.00,0.04,0.00,1.69
07:05:09,AM,2,4.71,0.01,0.91,83.53,0.00,0.00,0.04,0.00,10.81
07:05:09,AM,3,4.77,0.01,1.17,93.20,0.00,0.06,0.27,0.00,0.51
07:05:09,AM,4,5.33,0.00,0.69,80.33,0.00,0.00,0.11,0.00,13.54
07:05:09,AM,5,5.08,0.00,0.48,47.36,0.00,0.00,0.03,0.00,47.04
07:05:09,AM,6,4.08,0.00,0.50,48.34,0.00,0.00,0.02,0.00,47.07
07:05:09,AM,7,3.50,0.00,0.54,38.53,0.00,0.00,0.03,0.00,57.39
07:05:09,AM,8,3.97,0.01,0.54,80.75,0.00,0.01,0.03,0.00,14.70
07:05:09,AM,9,4.16,0.00,0.59,69.79,0.00,0.01,0.02,0.00,25.44
07:05:09,AM,10,2.57,0.00,0.38,57.08,0.00,0.00,0.02,0.00,39.94
07:05:09,AM,11,3.47,0.00,0.30,10.39,0.00,0.00,0.02,0.00,85.81
07:05:09,AM,12,2.70,0.00,0.22,10.62,0.00,0.00,0.03,0.00,86.43
07:05:09,AM,13,4.20,0.00,0.60,50.55,0.00,0.00,0.02,0.00,44.63
07:05:09,AM,14,3.11,0.00,0.51,46.39,0.00,0.00,0.03,0.00,49.95
07:05:09,AM,15,3.51,0.00,0.38,36.51,0.00,0.00,0.02,0.00,59.58
07:15:45,AM,all,4.11,0.00,0.66,59.58,0.00,0.01,0.06,0.00,35.59
07:15:45,AM,0,5.00,0.00,0.91,92.81,0.00,0.00,0.07,0.00,1.20
07:15:45,AM,1,4.86,0.00,0.96,90.64,0.00,0.01,0.07,0.00,3.46
07:15:45,AM,2,4.44,0.00,0.74,81.73,0.00,0.00,0.06,0.00,13.02
07:15:45,AM,3,4.33,0.01,1.03,93.06,0.00,0.07,0.28,0.00,1.22
07:15:45,AM,4,4.65,0.00,0.99,81.21,0.00,0.00,0.12,0.00,13.04
07:15:45,AM,5,4.64,0.00,0.67,53.82,0.00,0.00,0.03,0.00,40.84
07:15:45,AM,6,4.76,0.00,0.52,34.53,0.00,0.00,0.05,0.00,60.15
07:15:45,AM,7,4.25,0.00,0.62,42.74,0.00,0.00,0.03,0.00,52.36
07:15:45,AM,8,3.93,0.00,0.42,83.16,0.00,0.01,0.07,0.00,12.41
07:15:45,AM,9,4.36,0.00,0.58,69.77,0.00,0.00,0.04,0.00,25.24
07:15:45,AM,10,3.59,0.01,0.65,67.90,0.00,0.00,0.04,0.00,27.82
07:15:45,AM,11,2.86,0.00,0.39,19.10,0.00,0.00,0.02,0.00,77.62
07:15:45,AM,12,3.06,0.00,0.47,18.47,0.00,0.00,0.03,0.00,77.97
07:15:45,AM,13,3.67,0.00,0.52,41.26,0.00,0.00,0.04,0.00,54.52
07:15:45,AM,14,3.20,0.00,0.49,48.12,0.00,0.00,0.04,0.00,48.15
07:15:45,AM,15,4.07,0.00,0.55,33.65,0.00,0.00,0.03,0.00,61.69
07:25:02,AM,all,2.19,0.01,0.49,54.88,0.00,0.01,0.04,0.00,42.38
07:25:02,AM,0,3.62,0.01,0.84,91.76,0.00,0.00,0.02,0.00,3.74
07:25:02,AM,1,2.74,0.00,0.70,86.36,0.00,0.01,0.06,0.00,10.13
07:25:02,AM,2,2.19,0.02,0.52,82.16,0.00,0.00,0.03,0.00,15.06
07:25:02,AM,3,3.53,0.01,0.90,92.48,0.00,0.07,0.23,0.00,2.78
07:25:02,AM,4,3.85,0.00,0.66,79.24,0.00,0.00,0.16,0.00,16.09
07:25:02,AM,5,2.18,0.01,0.64,36.51,0.00,0.00,0.02,0.00,60.64
07:25:02,AM,6,1.53,0.00,0.34,31.86,0.00,0.00,0.01,0.00,66.26
07:25:02,AM,7,2.56,0.00,0.24,47.08,0.00,0.00,0.02,0.00,50.10
07:25:02,AM,8,1.91,0.00,0.39,64.61,0.00,0.00,0.03,0.00,33.05
07:25:02,AM,9,1.78,0.00,0.42,63.50,0.00,0.00,0.02,0.00,34.29
07:25:02,AM,10,1.72,0.00,0.37,57.09,0.00,0.00,0.01,0.00,40.81
07:25:02,AM,11,0.90,0.00,0.29,12.48,0.00,0.00,0.02,0.00,86.31
07:25:02,AM,12,0.68,0.01,0.34,6.36,0.00,0.00,0.01,0.00,92.60
07:25:02,AM,13,1.20,0.02,0.34,37.14,0.00,0.00,0.01,0.00,61.30
07:25:02,AM,14,2.38,0.00,0.41,60.86,0.00,0.00,0.04,0.00,36.31
07:25:02,AM,15,2.26,0.01,0.37,27.37,0.00,0.00,0.02,0.00,69.98
07:35:03,AM,all,3.51,0.01,0.96,42.98,0.00,0.01,0.10,0.00,52.44
07:35:03,AM,0,5.26,0.02,1.36,81.31,0.00,0.01,0.07,0.00,11.98
07:35:03,AM,1,5.09,0.01,1.21,76.61,0.00,0.00,0.11,0.00,16.97
07:35:03,AM,2,3.51,0.01,1.01,60.14,0.00,0.00,0.06,0.00,35.27
07:35:03,AM,3,5.40,0.00,1.40,81.46,0.00,0.11,0.45,0.00,11.17
07:35:03,AM,4,5.58,0.03,1.72,69.82,0.00,0.00,0.43,0.00,22.43
07:35:03,AM,5,3.17,0.00,0.88,32.88,0.00,0.00,0.07,0.00,62.99
07:35:03,AM,6,3.43,0.01,0.78,25.06,0.00,0.00,0.05,0.00,70.67
07:35:03,AM,7,3.45,0.00,0.79,27.45,0.00,0.00,0.04,0.00,68.27
07:35:03,AM,8,2.53,0.00,0.93,39.17,0.00,0.00,0.06,0.00,57.29
07:35:03,AM,9,3.20,0.01,0.75,33.47,0.00,0.00,0.04,0.00,62.53
07:35:03,AM,10,3.08,0.00,0.67,31.91,0.00,0.00,0.04,0.00,64.29
07:35:03,AM,11,2.09,0.00,0.70,9.93,0.00,0.00,0.05,0.00,87.23
07:35:03,AM,12,2.20,0.01,0.63,11.29,0.00,0.00,0.04,0.00,85.84
07:35:03,AM,13,2.92,0.01,0.71,30.03,0.00,0.00,0.03,0.00,66.30
07:35:03,AM,14,2.69,0.01,1.00,46.30,0.00,0.00,0.05,0.00,49.95
07:35:03,AM,15,2.53,0.00,0.78,30.03,0.00,0.00,0.03,0.00,66.63
07:45:05,AM,all,4.57,0.01,1.09,40.91,0.00,0.01,0.14,0.00,53.27
07:45:05,AM,0,7.07,0.04,1.65,64.45,0.00,0.00,0.10,0.00,26.68
07:45:05,AM,1,5.63,0.02,1.42,58.98,0.00,0.00,0.09,0.00,33.86
07:45:05,AM,2,5.13,0.00,1.05,46.95,0.00,0.00,0.06,0.00,46.80
07:45:05,AM,3,6.53,0.00,1.91,62.57,0.00,0.18,0.64,0.00,28.16
07:45:05,AM,4,6.73,0.02,1.65,62.30,0.00,0.00,0.69,0.00,28.61
07:45:05,AM,5,5.11,0.01,1.16,41.81,0.00,0.00,0.08,0.00,51.83
07:45:05,AM,6,4.16,0.00,0.93,39.89,0.00,0.00,0.04,0.00,54.97
07:45:05,AM,7,3.78,0.00,1.00,37.36,0.00,0.00,0.07,0.00,57.79
07:45:05,AM,8,4.09,0.01,1.01,36.26,0.00,0.00,0.08,0.00,58.55
07:45:05,AM,9,3.74,0.02,0.99,43.77,0.00,0.00,0.06,0.00,51.41
07:45:05,AM,10,3.99,0.01,0.79,31.05,0.00,0.00,0.05,0.00,64.12
07:45:05,AM,11,2.71,0.00,0.65,9.50,0.00,0.00,0.05,0.00,87.09
07:45:05,AM,12,2.82,0.00,0.56,20.14,0.00,0.00,0.08,0.00,76.41
07:45:05,AM,13,4.23,0.03,0.95,28.82,0.00,0.00,0.07,0.00,65.90
07:45:05,AM,14,4.47,0.00,0.90,39.26,0.00,0.00,0.07,0.00,55.30
07:45:05,AM,15,2.82,0.00,0.79,31.09,0.00,0.00,0.03,0.00,65.26
07:55:03,AM,all,1.39,0.00,0.73,60.71,0.00,0.01,0.05,0.00,37.11
07:55:03,AM,0,2.51,0.00,1.40,93.34,0.00,0.00,0.02,0.00,2.71
07:55:03,AM,1,2.22,0.00,1.04,92.33,0.00,0.00,0.04,0.00,4.38
07:55:03,AM,2,1.74,0.01,0.80,78.42,0.00,0.00,0.02,0.00,19.00
07:55:03,AM,3,2.26,0.00,1.06,92.79,0.00,0.08,0.28,0.00,3.53
07:55:03,AM,4,2.51,0.02,1.48,86.47,0.00,0.00,0.21,0.00,9.31
07:55:03,AM,5,1.35,0.00,0.72,59.96,0.00,0.00,0.03,0.00,37.94
07:55:03,AM,6,1.09,0.00,1.07,57.83,0.00,0.00,0.01,0.00,40.00
07:55:03,AM,7,1.36,0.01,0.45,37.50,0.00,0.00,0.02,0.00,60.65
07:55:03,AM,8,1.20,0.01,0.62,68.15,0.00,0.00,0.04,0.00,29.99
07:55:03,AM,9,1.35,0.00,0.50,62.86,0.00,0.00,0.02,0.00,35.27
07:55:03,AM,10,0.65,0.00,0.36,62.91,0.00,0.00,0.02,0.00,36.06
07:55:03,AM,11,0.51,0.00,0.26,12.48,0.00,0.00,0.01,0.00,86.73
07:55:03,AM,12,0.53,0.00,0.40,17.36,0.00,0.00,0.01,0.00,81.70
07:55:03,AM,13,0.80,0.01,0.49,45.62,0.00,0.00,0.00,0.00,53.08
07:55:03,AM,14,1.19,0.00,0.55,64.30,0.00,0.00,0.02,0.00,33.93
07:55:03,AM,15,0.95,0.00,0.51,37.73,0.00,0.00,0.02,0.00,60.79
08:05:04,AM,all,0.50,0.00,0.67,63.75,0.00,0.01,0.04,0.00,35.02
08:05:04,AM,0,1.34,0.01,0.99,95.85,0.00,0.00,0.01,0.00,1.80
08:05:04,AM,1,1.21,0.01,1.21,95.61,0.00,0.01,0.03,0.00,1.92
08:05:04,AM,2,0.70,0.00,0.63,88.75,0.00,0.01,0.01,0.00,9.89
08:05:04,AM,3,0.90,0.00,1.11,94.10,0.00,0.09,0.31,0.00,3.50
08:05:04,AM,4,0.68,0.00,1.16,85.81,0.00,0.00,0.20,0.00,12.15
08:05:04,AM,5,0.34,0.00,0.67,63.90,0.00,0.00,0.01,0.00,35.09
08:05:04,AM,6,0.29,0.01,0.72,50.95,0.00,0.00,0.01,0.00,48.02
08:05:04,AM,7,0.38,0.00,0.47,46.22,0.00,0.00,0.00,0.00,52.93
08:05:04,AM,8,0.52,0.00,0.44,80.93,0.00,0.00,0.02,0.00,18.09
08:05:04,AM,9,0.46,0.00,0.71,72.74,0.00,0.00,0.01,0.00,26.07
08:05:04,AM,10,0.38,0.00,0.55,53.64,0.00,0.00,0.00,0.00,45.43
08:05:04,AM,11,0.11,0.00,0.36,24.88,0.00,0.00,0.00,0.00,74.64
08:05:04,AM,12,0.07,0.00,0.34,25.12,0.00,0.00,0.00,0.00,74.47
08:05:04,AM,13,0.19,0.01,0.49,53.20,0.00,0.00,0.00,0.00,46.10
08:05:04,AM,14,0.28,0.00,0.60,56.63,0.00,0.00,0.01,0.00,42.46
08:05:04,AM,15,0.17,0.00,0.31,30.07,0.00,0.00,0.00,0.00,69.45
Average:,all,4.33,0.01,0.59,11.70,0.00,0.01,0.13,0.00,83.23
Average:,0,5.95,0.03,0.88,20.01,0.00,0.03,0.21,0.00,72.90
Average:,1,5.14,0.01,0.80,17.74,0.00,0.01,0.17,0.00,76.13
Average:,2,4.78,0.00,0.59,15.70,0.00,0.01,0.14,0.00,78.77
Average:,3,4.58,0.00,0.60,17.50,0.00,0.02,0.19,0.00,77.10
Average:,4,5.67,0.02,1.02,18.81,0.00,0.00,0.30,0.00,74.18
Average:,5,4.81,0.00,0.60,10.67,0.00,0.00,0.12,0.00,83.79
Average:,6,4.08,0.00,0.49,8.69,0.00,0.00,0.10,0.00,86.63
Average:,7,3.79,0.00,0.42,8.70,0.00,0.00,0.10,0.00,87.00
Average:,8,3.90,0.01,0.55,11.89,0.00,0.01,0.13,0.00,83.51
Average:,9,4.02,0.02,0.59,11.81,0.00,0.00,0.10,0.00,83.46
Average:,10,3.73,0.01,0.49,10.25,0.00,0.00,0.10,0.00,85.42
Average:,11,3.46,0.01,0.41,5.09,0.00,0.00,0.09,0.00,90.93
Average:,12,3.29,0.01,0.40,3.08,0.00,0.00,0.09,0.00,93.14
Average:,13,3.77,0.03,0.55,8.90,0.00,0.00,0.09,0.00,86.66
Average:,14,5.05,0.01,0.68,10.59,0.00,0.00,0.14,0.00,83.53
Average:,15,3.22,0.01,0.42,7.58,0.00,0.00,0.08,0.00,88.68

12:00:01,AM,proc/s,cswch/s
12:05:01,AM,4.54,6784.02
12:15:01,AM,4.50,6077.60
12:25:01,AM,4.53,6109.75
12:35:01,AM,4.58,5537.38
12:45:02,AM,4.54,5946.70
12:55:01,AM,4.49,5666.28
01:05:03,AM,4.55,6075.50
01:15:01,AM,4.24,8254.27
01:25:01,AM,4.56,6352.26
01:35:01,AM,4.53,5782.49
01:45:01,AM,4.55,6015.88
01:55:01,AM,4.49,5665.25
02:05:01,AM,4.51,6179.46
02:15:01,AM,4.52,5875.96
02:25:01,AM,4.56,6044.99
02:35:01,AM,4.55,5617.20
02:45:01,AM,4.51,5790.84
02:55:01,AM,4.52,5802.16
03:05:02,AM,4.48,5961.07
03:15:01,AM,4.46,6761.55
03:25:01,AM,4.52,5875.49
03:35:01,AM,4.54,5694.05
03:45:01,AM,4.50,5829.67
03:55:01,AM,4.53,5601.99
04:05:01,AM,4.54,5813.57
04:15:01,AM,4.54,5708.79
04:25:01,AM,4.54,5970.32
04:35:01,AM,4.52,5634.57
04:45:01,AM,4.66,5754.31
04:55:01,AM,4.52,5634.05
05:05:01,AM,4.54,5619.37
05:15:01,AM,4.54,5846.24
05:25:01,AM,4.55,5534.76
05:35:01,AM,4.56,5560.16
05:45:01,AM,4.53,5359.47
05:55:01,AM,4.55,5354.45
06:05:01,AM,4.52,5519.96
06:15:01,AM,4.53,5391.76
06:25:01,AM,4.53,5497.73
06:35:01,AM,4.55,5827.14
06:45:04,AM,4.49,9175.78
06:55:21,AM,4.16,15652.28
07:05:09,AM,4.29,11255.43
07:15:45,AM,3.67,9993.13
07:25:02,AM,4.62,5235.09
07:35:03,AM,4.26,13164.07
07:45:05,AM,4.23,14400.47
07:55:03,AM,3.87,10990.71
08:05:04,AM,3.23,9213.93
Average:,4.44,6835.15

12:00:01,AM,pswpin/s,pswpout/s
12:05:01,AM,38.44,0.00
