Linux,2.6.32-21-generic,(niuhicore2),	03/29/2011,	_x86_64_	(16,CPU)

12:00:01,AM,CPU,%usr,%nice,%sys,%iowait,%steal,%irq,%soft,%guest,%idle
02:45:01,AM,5,4.87,0.00,0.55,0.55,0.00,0.00,0.12,0.00,93.91
02:45:01,AM,6,4.64,0.00,0.39,0.41,0.00,0.00,0.14,0.00,94.42
02:45:01,AM,7,4.17,0.00,0.31,0.26,0.00,0.00,0.09,0.00,95.17
02:45:01,AM,8,4.14,0.01,0.48,0.39,0.00,0.00,0.13,0.00,94.85
02:45:01,AM,9,4.25,0.05,0.68,0.44,0.00,0.00,0.09,0.00,94.49
02:45:01,AM,10,3.27,0.00,0.51,2.11,0.00,0.00,0.14,0.00,93.97
02:45:01,AM,11,3.81,0.01,0.43,0.54,0.00,0.00,0.09,0.00,95.12
02:45:01,AM,12,3.42,0.00,0.30,0.05,0.00,0.00,0.10,0.00,96.12
02:45:01,AM,13,3.94,0.02,0.59,0.30,0.00,0.00,0.09,0.00,95.06
02:45:01,AM,14,5.80,0.01,0.63,0.52,0.00,0.00,0.17,0.00,92.87
02:45:01,AM,15,3.59,0.02,0.34,0.34,0.00,0.00,0.12,0.00,95.59
02:55:01,AM,all,4.58,0.01,0.54,0.49,0.00,0.01,0.14,0.00,94.23
02:55:01,AM,0,5.75,0.04,0.76,0.89,0.00,0.03,0.15,0.00,92.38
02:55:01,AM,1,5.80,0.01,0.71,1.03,0.00,0.00,0.20,0.00,92.25
02:55:01,AM,2,4.44,0.00,0.39,0.10,0.00,0.00,0.14,0.00,94.93
02:55:01,AM,3,4.30,0.01,0.50,0.29,0.00,0.00,0.12,0.00,94.78
02:55:01,AM,4,5.63,0.03,1.02,1.53,0.00,0.00,0.25,0.00,91.55
02:55:01,AM,5,5.00,0.00,0.49,0.30,0.00,0.00,0.13,0.00,94.08
02:55:01,AM,6,5.14,0.00,0.45,0.22,0.00,0.00,0.15,0.00,94.04
02:55:01,AM,7,4.04,0.01,0.44,0.26,0.00,0.00,0.10,0.00,95.15
02:55:01,AM,8,4.44,0.02,0.60,0.30,0.00,0.00,0.14,0.00,94.50
02:55:01,AM,9,3.97,0.01,0.45,0.19,0.00,0.00,0.11,0.00,95.27
02:55:01,AM,10,4.70,0.02,0.69,1.22,0.00,0.04,0.19,0.00,93.15
02:55:01,AM,11,4.16,0.01,0.41,0.34,0.00,0.01,0.11,0.00,94.96
02:55:01,AM,12,2.79,0.00,0.28,0.00,0.00,0.00,0.07,0.00,96.86
02:55:01,AM,13,3.59,0.03,0.48,0.35,0.00,0.00,0.10,0.00,95.44
02:55:01,AM,14,6.06,0.00,0.69,0.44,0.00,0.00,0.16,0.00,92.65
02:55:01,AM,15,3.51,0.01,0.31,0.40,0.00,0.00,0.10,0.00,95.67
03:05:02,AM,all,4.30,0.01,0.56,6.55,0.00,0.01,0.14,0.00,88.43
03:05:02,AM,0,6.52,0.02,0.76,14.79,0.00,0.01,0.14,0.00,77.75
03:05:02,AM,1,5.62,0.01,0.88,14.23,0.00,0.01,0.18,0.00,79.08
03:05:02,AM,2,5.24,0.00,0.80,18.10,0.00,0.10,0.36,0.00,75.39
03:05:02,AM,3,4.48,0.01,0.43,11.66,0.00,0.00,0.10,0.00,83.31
03:05:02,AM,4,5.72,0.03,1.01,15.27,0.00,0.00,0.37,0.00,77.60
03:05:02,AM,5,4.43,0.01,0.62,4.19,0.00,0.00,0.10,0.00,90.65
03:05:02,AM,6,3.70,0.00,0.58,2.95,0.00,0.00,0.08,0.00,92.68
03:05:02,AM,7,3.61,0.00,0.39,2.53,0.00,0.00,0.13,0.00,93.34
03:05:02,AM,8,3.72,0.00,0.42,3.17,0.00,0.00,0.11,0.00,92.58
03:05:02,AM,9,3.55,0.06,0.58,2.93,0.00,0.00,0.08,0.00,92.80
03:05:02,AM,10,3.84,0.00,0.40,1.05,0.00,0.00,0.12,0.00,94.59
03:05:02,AM,11,3.11,0.01,0.33,3.01,0.00,0.00,0.10,0.00,93.44
03:05:02,AM,12,4.06,0.01,0.32,2.47,0.00,0.00,0.11,0.00,93.04
03:05:02,AM,13,3.15,0.01,0.62,2.97,0.00,0.00,0.06,0.00,93.19
03:05:02,AM,14,4.65,0.00,0.56,3.40,0.00,0.00,0.12,0.00,91.26
03:05:02,AM,15,3.36,0.01,0.31,1.79,0.00,0.00,0.11,0.00,94.41
03:15:01,AM,all,5.54,0.01,0.64,4.07,0.00,0.01,0.19,0.00,89.54
03:15:01,AM,0,7.68,0.03,1.01,9.12,0.00,0.04,0.30,0.00,81.83
03:15:01,AM,1,6.63,0.01,0.91,7.43,0.00,0.00,0.19,0.00,84.83
03:15:01,AM,2,7.32,0.01,0.76,10.87,0.00,0.05,0.29,0.00,80.71
03:15:01,AM,3,5.27,0.00,0.50,1.89,0.00,0.00,0.11,0.00,92.22
03:15:01,AM,4,7.99,0.02,1.32,12.77,0.00,0.00,0.67,0.00,77.23
03:15:01,AM,5,5.79,0.01,0.63,2.21,0.00,0.00,0.15,0.00,91.22
03:15:01,AM,6,4.90,0.00,0.61,1.48,0.00,0.00,0.15,0.00,92.86
03:15:01,AM,7,5.03,0.00,0.41,1.53,0.00,0.00,0.13,0.00,92.89
03:15:01,AM,8,4.65,0.00,0.49,2.00,0.00,0.00,0.14,0.00,92.71
03:15:01,AM,9,4.97,0.01,0.51,2.24,0.00,0.00,0.15,0.00,92.12
03:15:01,AM,10,4.02,0.02,0.51,1.74,0.00,0.00,0.13,0.00,93.57
03:15:01,AM,11,4.22,0.01,0.36,2.87,0.00,0.00,0.10,0.00,92.45
03:15:01,AM,12,4.12,0.01,0.38,0.21,0.00,0.00,0.12,0.00,95.15
03:15:01,AM,13,4.06,0.03,0.53,2.58,0.00,0.00,0.14,0.00,92.65
03:15:01,AM,14,7.86,0.01,0.85,3.16,0.00,0.00,0.23,0.00,87.90
03:15:01,AM,15,4.08,0.00,0.41,2.94,0.00,0.00,0.10,0.00,92.47
03:25:01,AM,all,4.54,0.01,0.56,2.02,0.00,0.01,0.15,0.00,92.71
03:25:01,AM,0,6.60,0.04,1.12,8.47,0.00,0.07,0.51,0.00,83.21
03:25:01,AM,1,5.29,0.01,0.75,1.33,0.00,0.00,0.17,0.00,92.46
03:25:01,AM,2,4.88,0.00,0.46,1.69,0.00,0.00,0.13,0.00,92.83
03:25:01,AM,3,5.51,0.00,0.44,0.87,0.00,0.00,0.15,0.00,93.02
03:25:01,AM,4,6.32,0.01,1.01,8.70,0.00,0.00,0.35,0.00,83.61
03:25:01,AM,5,5.07,0.00,0.48,1.71,0.00,0.00,0.11,0.00,92.62
03:25:01,AM,6,4.83,0.00,0.41,1.31,0.00,0.00,0.10,0.00,93.35
03:25:01,AM,7,3.66,0.01,0.41,0.98,0.00,0.00,0.08,0.00,94.86
03:25:01,AM,8,3.40,0.02,0.51,0.14,0.00,0.00,0.11,0.00,95.81
03:25:01,AM,9,3.35,0.03,0.44,0.83,0.00,0.00,0.10,0.00,95.24
03:25:01,AM,10,3.73,0.01,0.46,1.45,0.00,0.00,0.11,0.00,94.23
03:25:01,AM,11,3.80,0.01,0.37,1.13,0.00,0.00,0.10,0.00,94.59
03:25:01,AM,12,3.13,0.01,0.42,0.90,0.00,0.00,0.08,0.00,95.46
03:25:01,AM,13,4.36,0.02,0.51,0.88,0.00,0.00,0.09,0.00,94.14
03:25:01,AM,14,4.65,0.01,0.72,0.92,0.00,0.00,0.14,0.00,93.55
03:25:01,AM,15,4.03,0.03,0.48,0.81,0.00,0.00,0.14,0.00,94.51
03:35:01,AM,all,4.44,0.01,0.54,1.03,0.00,0.00,0.14,0.00,93.84
03:35:01,AM,0,5.73,0.03,0.80,4.69,0.00,0.05,0.34,0.00,88.36
03:35:01,AM,1,5.18,0.00,0.55,0.63,0.00,0.01,0.15,0.00,93.49
03:35:01,AM,2,5.00,0.00,0.41,0.70,0.00,0.00,0.11,0.00,93.78
03:35:01,AM,3,4.82,0.00,0.35,0.65,0.00,0.00,0.11,0.00,94.06
03:35:01,AM,4,5.73,0.02,1.14,4.75,0.00,0.00,0.27,0.00,88.09
03:35:01,AM,5,4.88,0.00,0.61,0.62,0.00,0.00,0.13,0.00,93.74
03:35:01,AM,6,4.14,0.01,0.52,0.61,0.00,0.00,0.12,0.00,94.61
03:35:01,AM,7,3.46,0.00,0.32,0.60,0.00,0.00,0.12,0.00,95.50
03:35:01,AM,8,4.64,0.01,0.53,0.04,0.00,0.00,0.13,0.00,94.65
03:35:01,AM,9,4.09,0.02,0.55,0.37,0.00,0.00,0.11,0.00,94.86
03:35:01,AM,10,4.40,0.01,0.42,0.77,0.00,0.00,0.11,0.00,94.28
03:35:01,AM,11,3.35,0.00,0.39,0.45,0.00,0.00,0.11,0.00,95.69
03:35:01,AM,12,3.34,0.01,0.32,0.08,0.00,0.00,0.11,0.00,96.14
03:35:01,AM,13,3.95,0.05,0.52,0.43,0.00,0.00,0.12,0.00,94.93
03:35:01,AM,14,5.22,0.01,0.69,0.77,0.00,0.00,0.17,0.00,93.15
03:35:01,AM,15,3.03,0.01,0.54,0.27,0.00,0.00,0.08,0.00,96.08
03:45:01,AM,all,4.71,0.01,0.55,1.62,0.00,0.01,0.15,0.00,92.95
03:45:01,AM,0,7.21,0.03,0.91,3.71,0.00,0.03,0.32,0.00,87.80
03:45:01,AM,1,6.41,0.02,0.78,1.85,0.00,0.00,0.19,0.00,90.74
03:45:01,AM,2,5.43,0.00,0.47,1.77,0.00,0.00,0.14,0.00,92.19
03:45:01,AM,3,3.75,0.00,0.32,1.40,0.00,0.00,0.12,0.00,94.41
03:45:01,AM,4,6.21,0.02,0.87,6.48,0.00,0.00,0.30,0.00,86.12
03:45:01,AM,5,4.86,0.01,0.76,0.67,0.00,0.00,0.13,0.00,93.57
03:45:01,AM,6,4.53,0.00,0.39,0.73,0.00,0.00,0.12,0.00,94.23
03:45:01,AM,7,3.31,0.00,0.51,0.58,0.00,0.00,0.09,0.00,95.51
03:45:01,AM,8,4.33,0.01,0.64,3.41,0.00,0.04,0.23,0.00,91.33
03:45:01,AM,9,4.16,0.03,0.55,0.80,0.00,0.00,0.11,0.00,94.34
03:45:01,AM,10,3.84,0.00,0.41,1.17,0.00,0.00,0.11,0.00,94.47
03:45:01,AM,11,4.37,0.01,0.37,0.53,0.00,0.00,0.11,0.00,94.61
03:45:01,AM,12,3.97,0.00,0.37,0.11,0.00,0.00,0.13,0.00,95.41
03:45:01,AM,13,3.76,0.04,0.61,1.24,0.00,0.00,0.09,0.00,94.25
03:45:01,AM,14,5.99,0.01,0.57,0.96,0.00,0.00,0.15,0.00,92.31
03:45:01,AM,15,3.23,0.02,0.31,0.43,0.00,0.00,0.10,0.00,95.92
03:55:01,AM,all,4.45,0.01,0.51,0.40,0.00,0.00,0.13,0.00,94.49
03:55:01,AM,0,6.55,0.03,0.88,1.47,0.00,0.04,0.28,0.00,90.74
03:55:01,AM,1,5.61,0.03,0.92,0.51,0.00,0.01,0.17,0.00,92.75
03:55:01,AM,2,4.79,0.00,0.46,0.09,0.00,0.00,0.13,0.00,94.53
03:55:01,AM,3,4.67,0.00,0.51,0.41,0.00,0.00,0.12,0.00,94.29
03:55:01,AM,4,5.98,0.02,0.82,1.65,0.00,0.00,0.25,0.00,91.28
03:55:01,AM,5,4.68,0.00,0.46,0.25,0.00,0.00,0.11,0.00,94.49
03:55:01,AM,6,4.71,0.00,0.32,0.37,0.00,0.00,0.12,0.00,94.48
03:55:01,AM,7,3.78,0.00,0.27,0.22,0.00,0.00,0.10,0.00,95.62
03:55:01,AM,8,3.89,0.01,0.45,0.01,0.00,0.00,0.13,0.00,95.50
03:55:01,AM,9,3.54,0.04,0.52,0.33,0.00,0.00,0.13,0.00,95.44
03:55:01,AM,10,3.52,0.00,0.35,0.11,0.00,0.00,0.09,0.00,95.92
03:55:01,AM,11,3.76,0.00,0.32,0.09,0.00,0.00,0.11,0.00,95.71
03:55:01,AM,12,3.40,0.01,0.40,0.03,0.00,0.00,0.07,0.00,96.09
03:55:01,AM,13,3.78,0.05,0.51,0.21,0.00,0.00,0.08,0.00,95.35
03:55:01,AM,14,4.83,0.00,0.61,0.45,0.00,0.00,0.14,0.00,93.97
03:55:01,AM,15,3.69,0.00,0.29,0.14,0.00,0.00,0.09,0.00,95.78
04:05:01,AM,all,4.50,0.01,0.55,0.96,0.00,0.00,0.15,0.00,93.82
04:05:01,AM,0,6.05,0.02,0.72,1.60,0.00,0.02,0.15,0.00,91.43
04:05:01,AM,1,5.18,0.01,0.82,1.74,0.00,0.00,0.20,0.00,92.06
04:05:01,AM,2,5.23,0.00,0.41,0.25,0.00,0.00,0.12,0.00,93.98
04:05:01,AM,3,4.94,0.00,0.43,0.26,0.00,0.00,0.14,0.00,94.23
04:05:01,AM,4,5.60,0.01,1.00,4.21,0.00,0.00,0.41,0.00,88.77
04:05:01,AM,5,4.56,0.00,0.52,0.41,0.00,0.00,0.13,0.00,94.39
04:05:01,AM,6,4.16,0.00,0.39,0.48,0.00,0.00,0.14,0.00,94.82
04:05:01,AM,7,3.77,0.00,0.40,0.34,0.00,0.00,0.12,0.00,95.37
04:05:01,AM,8,4.45,0.01,0.58,0.43,0.00,0.00,0.13,0.00,94.40
04:05:01,AM,9,4.42,0.03,0.57,0.30,0.00,0.00,0.10,0.00,94.58
04:05:01,AM,10,4.44,0.02,0.79,3.91,0.00,0.04,0.22,0.00,90.59
04:05:01,AM,11,3.45,0.01,0.42,0.20,0.00,0.00,0.11,0.00,95.81
04:05:01,AM,12,3.28,0.01,0.37,0.02,0.00,0.00,0.10,0.00,96.22
04:05:01,AM,13,3.71,0.04,0.43,0.41,0.00,0.00,0.08,0.00,95.34
04:05:01,AM,14,5.27,0.01,0.60,0.52,0.00,0.00,0.13,0.00,93.46
04:05:01,AM,15,3.52,0.01,0.32,0.28,0.00,0.00,0.10,0.00,95.78
04:15:01,AM,all,4.46,0.01,0.54,0.36,0.00,0.01,0.14,0.00,94.49
04:15:01,AM,0,5.50,0.02,0.78,0.77,0.00,0.02,0.13,0.00,92.78
04:15:01,AM,1,5.14,0.00,0.68,0.56,0.00,0.01,0.16,0.00,93.44
04:15:01,AM,2,5.25,0.01,0.60,0.79,0.00,0.04,0.26,0.00,93.05
04:15:01,AM,3,5.29,0.01,0.63,0.21,0.00,0.00,0.12,0.00,93.73
04:15:01,AM,4,5.86,0.03,0.93,1.18,0.00,0.00,0.23,0.00,91.77
04:15:01,AM,5,4.59,0.00,0.46,0.11,0.00,0.00,0.12,0.00,94.71
04:15:01,AM,6,3.97,0.01,0.59,0.29,0.00,0.00,0.11,0.00,95.03
04:15:01,AM,7,3.79,0.00,0.30,0.30,0.00,0.00,0.10,0.00,95.50
04:15:01,AM,8,4.44,0.01,0.48,0.14,0.00,0.00,0.15,0.00,94.77
04:15:01,AM,9,3.59,0.01,0.45,0.17,0.00,0.00,0.09,0.00,95.68
04:15:01,AM,10,4.94,0.00,0.57,0.34,0.00,0.02,0.20,0.00,93.93
04:15:01,AM,11,2.75,0.01,0.32,0.11,0.00,0.00,0.09,0.00,96.71
04:15:01,AM,12,3.24,0.00,0.30,0.02,0.00,0.00,0.11,0.00,96.33
04:15:01,AM,13,3.79,0.04,0.57,0.18,0.00,0.00,0.09,0.00,95.33
04:15:01,AM,14,6.04,0.02,0.65,0.30,0.00,0.00,0.14,0.00,92.86
04:15:01,AM,15,3.12,0.01,0.35,0.24,0.00,0.00,0.10,0.00,96.20
04:25:01,AM,all,4.50,0.01,0.57,0.90,0.00,0.01,0.15,0.00,93.86
04:25:01,AM,0,5.50,0.03,0.91,2.00,0.00,0.01,0.15,0.00,91.40
04:25:01,AM,1,5.27,0.00,0.80,2.27,0.00,0.00,0.18,0.00,91.47
04:25:01,AM,2,5.64,0.01,0.89,3.06,0.00,0.06,0.33,0.00,90.00
04:25:01,AM,3,4.69,0.00,0.46,0.30,0.00,0.00,0.12,0.00,94.43
04:25:01,AM,4,5.03,0.02,1.07,3.00,0.00,0.00,0.37,0.00,90.51
04:25:01,AM,5,5.28,0.00,0.50,0.40,0.00,0.00,0.13,0.00,93.69
04:25:01,AM,6,4.19,0.00,0.33,0.38,0.00,0.00,0.12,0.00,94.99
04:25:01,AM,7,4.42,0.00,0.29,0.44,0.00,0.00,0.10,0.00,94.76
04:25:01,AM,8,3.70,0.01,0.50,0.41,0.00,0.00,0.13,0.00,95.25
04:25:01,AM,9,3.90,0.03,0.51,0.70,0.00,0.00,0.10,0.00,94.76
04:25:01,AM,10,4.39,0.00,0.38,0.03,0.00,0.00,0.09,0.00,95.11
04:25:01,AM,11,4.26,0.00,0.57,0.17,0.00,0.00,0.11,0.00,94.88
04:25:01,AM,12,3.60,0.01,0.41,0.13,0.00,0.00,0.07,0.00,95.78
04:25:01,AM,13,3.53,0.03,0.52,0.60,0.00,0.00,0.06,0.00,95.26
04:25:01,AM,14,5.63,0.01,0.66,0.37,0.00,0.00,0.18,0.00,93.14
04:25:01,AM,15,3.03,0.01,0.37,0.17,0.00,0.00,0.10,0.00,96.31
04:35:01,AM,all,4.43,0.01,0.53,0.58,0.00,0.00,0.14,0.00,94.30
04:35:01,AM,0,6.34,0.03,0.99,1.72,0.00,0.03,0.28,0.00,90.62
04:35:01,AM,1,4.67,0.01,0.75,0.50,0.00,0.00,0.18,0.00,93.88
04:35:01,AM,2,5.18,0.00,0.42,0.46,0.00,0.00,0.15,0.00,93.78
04:35:01,AM,3,4.08,0.00,0.41,0.40,0.00,0.00,0.12,0.00,94.99
04:35:01,AM,4,5.76,0.01,0.79,2.40,0.00,0.00,0.27,0.00,90.77
04:35:01,AM,5,5.20,0.00,0.46,0.10,0.00,0.00,0.13,0.00,94.11
04:35:01,AM,6,4.10,0.00,0.40,0.26,0.00,0.00,0.12,0.00,95.12
04:35:01,AM,7,3.62,0.00,0.39,0.42,0.00,0.00,0.09,0.00,95.48
04:35:01,AM,8,4.92,0.01,0.72,1.14,0.00,0.03,0.19,0.00,93.00
04:35:01,AM,9,3.81,0.02,0.53,0.30,0.00,0.00,0.09,0.00,95.25
04:35:01,AM,10,4.01,0.03,0.43,0.61,0.00,0.00,0.10,0.00,94.83
04:35:01,AM,11,3.12,0.01,0.47,0.13,0.00,0.00,0.13,0.00,96.15
04:35:01,AM,12,3.81,0.00,0.35,0.03,0.00,0.00,0.07,0.00,95.75
04:35:01,AM,13,3.76,0.03,0.45,0.28,0.00,0.00,0.09,0.00,95.39
04:35:01,AM,14,5.32,0.00,0.66,0.29,0.00,0.00,0.14,0.00,93.59
04:35:01,AM,15,3.10,0.02,0.32,0.27,0.00,0.00,0.07,0.00,96.22
04:45:01,AM,all,4.36,0.01,0.55,0.87,0.00,0.01,0.14,0.00,94.06
04:45:01,AM,0,5.47,0.03,0.76,2.84,0.00,0.04,0.27,0.00,90.59
04:45:01,AM,1,5.02,0.01,0.67,0.40,0.00,0.00,0.16,0.00,93.74
04:45:01,AM,2,4.53,0.00,0.44,0.54,0.00,0.00,0.12,0.00,94.36
04:45:01,AM,3,4.68,0.00,0.41,0.30,0.00,0.01,0.14,0.00,94.45
04:45:01,AM,4,5.07,0.02,0.97,3.17,0.00,0.00,0.26,0.00,90.52
04:45:01,AM,5,4.54,0.00,0.49,0.48,0.00,0.00,0.13,0.00,94.36
04:45:01,AM,6,4.33,0.00,0.34,0.39,0.00,0.00,0.12,0.00,94.82
04:45:01,AM,7,4.01,0.00,0.37,0.68,0.00,0.00,0.10,0.00,94.83
04:45:01,AM,8,4.19,0.02,0.75,2.46,0.00,0.04,0.25,0.00,92.28
04:45:01,AM,9,4.34,0.02,0.60,0.45,0.00,0.00,0.09,0.00,94.50
04:45:01,AM,10,4.37,0.00,0.52,0.36,0.00,0.00,0.09,0.00,94.66
04:45:01,AM,11,3.77,0.01,0.34,0.61,0.00,0.00,0.09,0.00,95.17
04:45:01,AM,12,3.41,0.00,0.36,0.02,0.00,0.00,0.09,0.00,96.11
04:45:01,AM,13,3.27,0.04,0.55,0.40,0.00,0.00,0.10,0.00,95.65
04:45:01,AM,14,5.97,0.00,0.69,0.51,0.00,0.00,0.18,0.00,92.65
04:45:01,AM,15,2.87,0.04,0.52,0.27,0.00,0.00,0.09,0.00,96.21
04:55:01,AM,all,4.89,0.01,0.53,0.53,0.00,0.01,0.14,0.00,93.90
04:55:01,AM,0,5.88,0.03,0.83,1.95,0.00,0.06,0.34,0.00,90.91
04:55:01,AM,1,5.32,0.01,0.66,0.69,0.00,0.01,0.15,0.00,93.16
04:55:01,AM,2,5.35,0.00,0.41,0.30,0.00,0.00,0.15,0.00,93.78
04:55:01,AM,3,4.36,0.01,0.49,0.57,0.00,0.00,0.11,0.00,94.45
04:55:01,AM,4,5.79,0.00,0.84,1.99,0.00,0.00,0.27,0.00,91.10
04:55:01,AM,5,6.52,0.00,0.49,0.49,0.00,0.00,0.13,0.00,92.37
04:55:01,AM,6,5.10,0.00,0.37,0.17,0.00,0.00,0.11,0.00,94.25
04:55:01,AM,7,3.86,0.00,0.36,0.19,0.00,0.00,0.10,0.00,95.49
04:55:01,AM,8,5.69,0.01,0.47,0.20,0.00,0.00,0.12,0.00,93.51
04:55:01,AM,9,4.55,0.01,0.60,0.47,0.00,0.00,0.09,0.00,94.26
04:55:01,AM,10,5.34,0.00,0.60,0.34,0.00,0.00,0.10,0.00,93.61
04:55:01,AM,11,4.35,0.01,0.31,0.20,0.00,0.00,0.09,0.00,95.03
04:55:01,AM,12,2.93,0.01,0.36,0.02,0.00,0.00,0.09,0.00,96.59
04:55:01,AM,13,4.79,0.05,0.54,0.29,0.00,0.00,0.09,0.00,94.24
04:55:01,AM,14,5.72,0.02,0.66,0.45,0.00,0.00,0.16,0.00,92.99
04:55:01,AM,15,2.68,0.02,0.41,0.10,0.00,0.00,0.07,0.00,96.73
05:05:01,AM,all,4.44,0.01,0.53,0.42,0.00,0.00,0.13,0.00,94.46
05:05:01,AM,0,5.63,0.03,0.77,0.80,0.00,0.03,0.21,0.00,92.53
05:05:01,AM,1,5.60,0.02,0.70,0.29,0.00,0.00,0.16,0.00,93.24
05:05:01,AM,2,4.76,0.00,0.43,0.18,0.00,0.00,0.15,0.00,94.48
05:05:01,AM,3,4.19,0.01,0.43,0.28,0.00,0.00,0.10,0.00,94.99
05:05:01,AM,4,5.14,0.03,0.85,1.93,0.00,0.00,0.23,0.00,91.84
05:05:01,AM,5,5.20,0.00,0.53,0.35,0.00,0.00,0.16,0.00,93.76
05:05:01,AM,6,3.80,0.00,0.44,0.24,0.00,0.00,0.10,0.00,95.42
05:05:01,AM,7,4.89,0.00,0.43,0.25,0.00,0.00,0.14,0.00,94.27
05:05:01,AM,8,4.57,0.01,0.71,1.37,0.00,0.02,0.22,0.00,93.10
05:05:01,AM,9,4.40,0.03,0.53,0.27,0.00,0.00,0.11,0.00,94.65
05:05:01,AM,10,3.37,0.01,0.55,0.23,0.00,0.00,0.07,0.00,95.76
05:05:01,AM,11,3.28,0.00,0.33,0.13,0.00,0.00,0.09,0.00,96.17
05:05:01,AM,12,3.67,0.02,0.35,0.07,0.00,0.00,0.10,0.00,95.80
05:05:01,AM,13,4.43,0.03,0.57,0.18,0.00,0.00,0.08,0.00,94.71
05:05:01,AM,14,4.97,0.01,0.57,0.20,0.00,0.00,0.13,0.00,94.13
05:05:01,AM,15,3.08,0.01,0.26,0.01,0.00,0.00,0.08,0.00,96.57
05:15:01,AM,all,4.43,0.01,0.57,0.90,0.00,0.00,0.14,0.00,93.96
05:15:01,AM,0,5.90,0.03,0.67,2.48,0.00,0.01,0.18,0.00,90.73
05:15:01,AM,1,5.55,0.01,0.90,2.24,0.00,0.04,0.28,0.00,90.97
05:15:01,AM,2,4.69,0.00,0.50,0.42,0.00,0.00,0.13,0.00,94.24
05:15:01,AM,3,4.32,0.01,0.68,0.41,0.00,0.00,0.13,0.00,94.45
05:15:01,AM,4,5.40,0.02,0.88,2.50,0.00,0.00,0.25,0.00,90.95
05:15:01,AM,5,5.11,0.00,0.71,1.15,0.00,0.00,0.12,0.00,92.90
05:15:01,AM,6,3.67,0.00,0.43,0.86,0.00,0.00,0.10,0.00,94.93
05:15:01,AM,7,4.37,0.00,0.39,1.18,0.00,0.01,0.14,0.00,93.91
05:15:01,AM,8,4.36,0.01,0.44,0.26,0.00,0.00,0.13,0.00,94.80
05:15:01,AM,9,4.94,0.03,0.57,0.32,0.00,0.00,0.13,0.00,94.00
05:15:01,AM,10,3.64,0.01,0.43,0.46,0.00,0.00,0.10,0.00,95.36
05:15:01,AM,11,3.14,0.01,0.32,0.27,0.00,0.00,0.07,0.00,96.19
05:15:01,AM,12,3.68,0.01,0.56,0.17,0.00,0.00,0.11,0.00,95.47
05:15:01,AM,13,4.15,0.02,0.52,0.52,0.00,0.00,0.11,0.00,94.68
05:15:01,AM,14,5.04,0.01,0.64,0.49,0.00,0.00,0.14,0.00,93.68
05:15:01,AM,15,2.86,0.01,0.39,0.57,0.00,0.00,0.09,0.00,96.10
05:25:01,AM,all,4.27,0.01,0.52,0.38,0.00,0.01,0.13,0.00,94.68
05:25:01,AM,0,6.07,0.02,0.60,0.44,0.00,0.02,0.15,0.00,92.69
05:25:01,AM,1,5.14,0.03,0.89,1.88,0.00,0.07,0.31,0.00,91.68
05:25:01,AM,2,5.19,0.01,0.53,0.20,0.00,0.00,0.12,0.00,93.95
05:25:01,AM,3,4.56,0.00,0.37,0.11,0.00,0.00,0.12,0.00,94.84
05:25:01,AM,4,5.05,0.01,0.77,1.76,0.00,0.00,0.23,0.00,92.19
05:25:01,AM,5,4.41,0.00,0.58,0.19,0.00,0.00,0.12,0.00,94.69
05:25:01,AM,6,3.93,0.00,0.36,0.11,0.00,0.00,0.10,0.00,95.51
05:25:01,AM,7,3.46,0.02,0.50,0.15,0.00,0.00,0.07,0.00,95.81
05:25:01,AM,8,3.89,0.02,0.53,0.10,0.00,0.00,0.13,0.00,95.33
05:25:01,AM,9,3.57,0.02,0.55,0.01,0.00,0.00,0.09,0.00,95.75
05:25:01,AM,10,3.51,0.01,0.43,0.23,0.00,0.00,0.09,0.00,95.72
05:25:01,AM,11,3.52,0.00,0.33,0.11,0.00,0.00,0.08,0.00,95.97
05:25:01,AM,12,3.46,0.00,0.31,0.01,0.00,0.00,0.06,0.00,96.15
05:25:01,AM,13,3.81,0.03,0.56,0.30,0.00,0.00,0.07,0.00,95.22
05:25:01,AM,14,5.68,0.00,0.60,0.32,0.00,0.00,0.18,0.00,93.21
05:25:01,AM,15,3.10,0.02,0.40,0.13,0.00,0.00,0.09,0.00,96.26
05:35:01,AM,all,4.33,0.01,0.53,0.76,0.00,0.00,0.14,0.00,94.22
05:35:01,AM,0,5.47,0.02,0.69,2.01,0.00,0.00,0.18,0.00,91.62
05:35:01,AM,1,4.76,0.01,0.73,2.47,0.00,0.03,0.27,0.00,91.73
05:35:01,AM,2,4.90,0.00,0.51,0.55,0.00,0.00,0.13,0.00,93.90
05:35:01,AM,3,3.87,0.00,0.45,0.35,0.00,0.00,0.11,0.00,95.22
05:35:01,AM,4,5.07,0.01,0.86,2.72,0.00,0.00,0.30,0.00,91.05
05:35:01,AM,5,4.96,0.00,0.54,0.75,0.00,0.00,0.15,0.00,93.59
05:35:01,AM,6,3.72,0.01,0.63,0.37,0.00,0.00,0.11,0.00,95.16
05:35:01,AM,7,4.26,0.01,0.31,0.51,0.00,0.00,0.13,0.00,94.79
05:35:01,AM,8,4.07,0.02,0.50,0.36,0.00,0.00,0.12,0.00,94.93
05:35:01,AM,9,3.49,0.03,0.50,0.09,0.00,0.00,0.11,0.00,95.77
05:35:01,AM,10,4.27,0.00,0.40,0.54,0.00,0.00,0.09,0.00,94.69
